,Score,CreationDate,ViewCount,AnswerCount,CommentCount,FavoriteCount,AskerId,Reputation,TagCount,TitleLength,Technology
5397,8,1416,80,1,0,2,632,1231,1,14,10
1564,5,3034,508,1,2,7,1076,32,1,7,0
4201,12,3974,1210,1,3,0,1191,989,3,13,4
3756,13,3416,1852,3,1,4,140,380,1,7,1
1308,8,2085,489,2,0,7,1295,184,2,3,32
1180,5,1823,423,4,0,7,902,651,1,5,0
2463,4,1857,1360,4,0,2,40,1097,2,9,36
5459,13,3961,2466,3,2,1,1023,760,3,7,15
1756,11,4291,2096,2,1,7,460,546,0,7,1
5322,7,3541,151,1,8,1,993,723,2,6,0
5055,5,554,1515,2,0,7,168,1348,4,15,15
4421,6,3501,626,1,0,2,1230,1103,3,12,13
3308,18,4190,2654,2,0,3,383,409,2,10,1
7,5,593,1081,2,0,7,440,848,4,4,32
1790,19,3840,1515,7,8,9,472,817,2,15,9
1587,9,2240,1543,3,3,3,595,773,3,7,8
4676,9,4330,1022,1,1,1,1246,597,1,6,2
3875,7,2228,558,2,0,7,479,1333,2,7,1
5427,7,3252,465,1,0,7,636,950,1,5,1
4594,7,3417,2404,1,0,3,806,1224,0,3,1
4132,5,3709,612,1,0,7,1185,1193,4,11,8
6040,6,1315,163,1,0,7,1090,618,3,8,1
5439,10,4219,1297,2,0,1,817,570,3,19,4
984,6,1243,178,1,0,1,890,1338,1,8,1
376,6,3757,1228,2,0,7,12,297,2,12,1
2232,5,4079,476,2,0,7,21,718,2,2,4
3689,15,1215,810,3,3,4,1164,1268,1,7,15
3168,6,3103,709,3,0,7,1074,1236,1,8,1
4655,7,3604,261,3,2,7,814,1354,0,10,26
5062,8,4018,435,6,1,1,168,1348,2,12,15
744,5,1671,2093,3,3,7,878,656,4,15,34
4483,5,4398,172,2,0,7,542,1321,1,5,1
54,13,3102,2423,6,0,4,450,1373,0,8,28
4364,6,1130,523,0,2,7,1224,224,2,14,14
5677,14,2653,2400,1,4,7,422,1112,1,4,1
686,5,650,874,3,0,1,28,1246,2,5,6
5305,30,880,1568,1,0,1,803,421,2,16,1
1310,8,3196,504,6,0,1,909,1388,0,10,1
4912,6,2545,1660,1,0,7,91,528,1,17,0
1884,10,1762,427,9,2,0,501,970,1,6,1
769,22,854,1041,4,1,4,36,1125,1,9,0
5262,11,3428,1575,3,3,0,214,1099,4,9,15
2965,6,3406,1234,2,1,7,1295,184,1,6,32
10,5,159,614,6,0,1,441,1028,3,7,0
4101,9,4052,1363,2,3,1,1185,1193,2,4,8
5953,10,3787,1538,2,0,7,433,596,1,12,1
67,6,2605,1728,2,0,7,457,796,2,11,16
3166,7,3104,130,1,0,7,1074,1236,0,9,1
1925,5,4336,94,2,0,7,513,1274,3,16,8
4700,6,3594,509,1,2,1,817,570,3,6,15
5755,9,3625,187,2,0,7,673,105,4,13,3
377,5,886,1912,2,0,7,12,297,1,3,1
1350,7,2161,2191,2,0,7,84,1352,2,12,1
4125,5,2596,2290,1,0,7,1185,1193,3,4,1
4697,6,1267,1184,1,1,7,814,1354,3,11,17
6002,6,427,323,0,6,2,1079,269,0,8,30
246,7,30,455,8,3,7,1006,415,2,8,1
4100,6,2367,260,3,0,7,1185,1193,3,7,1
2295,11,1615,1746,5,0,5,871,915,0,8,1
1586,7,3792,326,1,0,7,1331,2,0,17,1
5445,7,987,368,1,1,2,723,1312,3,12,8
5058,10,3978,2153,4,0,4,940,1384,3,6,1
4587,6,3126,558,0,2,1,804,287,4,12,4
4509,21,4002,1960,4,0,6,402,966,0,8,1
1309,6,1663,923,3,0,7,1295,184,2,4,32
1891,7,247,1607,2,1,7,502,1317,4,6,1
1646,8,4182,430,3,5,1,919,1277,1,8,0
912,6,3665,1036,2,1,7,338,1287,4,6,8
3732,5,702,211,1,0,7,136,1016,2,8,24
4410,15,184,2647,4,4,7,963,470,2,5,12
5815,5,1169,97,1,0,7,844,761,4,9,15
722,6,670,398,1,1,0,29,1252,2,9,27
5087,6,389,1389,1,0,1,182,871,4,7,9
5485,7,2109,1507,2,0,7,241,357,1,6,1
4950,14,3243,2466,6,8,2,115,1282,3,7,13
3020,5,2175,290,2,0,1,1296,36,1,3,4
2153,6,1808,1745,2,0,7,18,709,1,3,1
2861,3,2677,1755,6,2,7,1289,1092,2,10,9
1059,8,2256,1439,1,2,1,346,395,4,9,30
2278,10,2125,505,2,1,1,327,212,3,6,34
5966,5,1239,168,1,1,7,434,1276,2,9,13
3486,9,3563,1288,1,0,7,67,1094,1,4,8
2426,6,1008,1285,1,0,7,1264,799,3,8,1
5244,6,2158,1261,2,2,7,382,682,1,6,8
5143,10,3732,2180,1,1,2,780,251,1,4,1
285,23,4062,1305,7,2,3,523,942,2,6,15
4952,21,340,2670,3,1,5,116,462,2,9,1
521,9,2343,474,5,1,1,860,912,2,12,1
5453,10,2693,1032,2,0,2,1022,1390,4,11,29
286,6,3495,615,2,0,1,524,977,0,13,1
1091,7,2339,1157,2,0,7,352,652,1,14,1
5486,5,1358,1653,2,0,7,241,357,3,6,1
5316,5,3645,496,0,3,7,603,708,2,11,21
3914,7,3697,60,4,6,7,164,637,1,9,0
5135,14,1710,2103,3,2,3,179,194,3,4,6
4299,6,3108,728,2,0,7,1222,146,3,7,0
504,5,545,25,1,0,7,317,388,2,10,0
3448,10,332,874,2,1,7,62,330,0,7,1
62,6,4391,175,1,0,7,455,83,1,13,1
3544,5,946,148,1,0,7,91,528,0,14,1
185,9,1645,2138,1,1,4,493,109,2,2,1
5125,8,4343,857,3,0,1,959,561,2,6,4
3692,11,1721,1879,2,0,2,1166,609,3,10,3
1894,9,2133,1302,6,0,0,505,1109,2,12,23
3408,7,4172,812,1,0,7,43,1315,1,4,1
4072,5,913,652,1,0,7,237,15,2,9,1
1427,6,3350,267,2,0,7,369,707,2,6,15
6123,8,62,588,2,9,2,778,1316,2,8,10
499,8,32,474,2,0,3,542,1319,2,1,1
5266,5,3436,410,1,0,7,390,523,1,12,15
134,5,2601,329,1,1,7,485,118,3,8,1
1177,12,1867,2287,3,0,1,1289,1092,2,11,8
1550,6,3400,398,1,0,7,1328,55,4,5,9
4523,5,2707,638,1,1,7,800,539,4,5,8
4097,6,2006,1412,3,0,7,1185,1193,1,2,17
2345,5,151,905,4,0,7,1053,1162,1,5,1
2392,5,4241,763,3,0,7,29,1252,2,7,16
1670,5,3390,850,1,0,7,597,1222,2,5,8
4657,12,3592,1729,12,2,4,814,1354,0,7,34
3178,6,2553,403,2,0,7,589,474,2,9,27
798,7,3664,391,2,2,7,569,918,2,7,8
4424,5,3038,310,1,0,7,1232,538,1,5,15
3652,6,4051,197,1,0,1,112,940,1,10,1
4765,11,3816,2770,3,5,1,567,123,4,5,34
561,22,1412,2049,10,8,6,1040,203,4,11,8
2669,6,3413,591,1,0,7,890,1338,2,10,1
2782,34,936,2491,4,4,3,355,1245,2,6,15
5354,6,674,1204,1,0,7,1123,1048,3,3,15
6014,7,4222,1067,3,5,7,1085,956,4,5,9
4156,8,3799,506,4,1,7,1188,645,4,15,9
5434,36,3646,2319,2,2,6,814,1354,4,6,1
4486,5,4160,289,1,0,7,542,1321,1,2,1
3161,6,2002,738,2,0,7,375,821,3,8,36
3991,7,17,979,1,0,7,220,736,2,4,29
721,5,4241,763,3,0,7,29,1252,2,7,16
4516,7,1415,1541,3,2,1,553,1049,4,5,16
3449,7,4466,1303,1,3,7,62,330,0,7,1
5801,8,1200,1661,2,2,7,755,1018,2,8,8
2856,19,4325,2382,3,1,3,357,1106,4,8,15
2621,9,4008,2289,1,4,1,60,282,1,7,8
2457,5,1181,1191,3,2,7,884,650,4,6,16
1639,5,4308,948,2,0,7,1340,620,3,9,8
1979,8,267,1839,2,0,1,289,1155,2,9,36
5710,13,1898,229,3,4,4,1065,1072,2,12,9
4712,5,2971,561,2,0,7,673,105,4,9,17
4600,7,2279,427,1,0,1,982,1038,1,5,1
4805,22,598,2015,8,8,15,22,1084,3,10,14
3973,7,2097,157,1,0,1,490,1381,3,7,27
424,7,2537,927,1,0,1,1023,757,1,9,1
936,5,1493,461,3,0,7,338,1287,0,10,1
5508,5,3505,270,1,4,7,832,351,2,7,1
1397,7,4320,85,4,0,1,588,1383,1,3,1
802,12,2422,1352,4,2,5,334,795,1,5,1
5171,6,948,510,1,6,1,788,1216,4,11,1
344,7,1487,1843,6,1,7,530,573,1,3,0
5512,5,599,331,1,0,7,727,382,1,11,1
3508,13,2243,861,3,0,4,80,1075,0,10,1
5981,6,1326,556,2,1,7,1074,1240,2,3,34
3264,9,156,1967,2,0,7,1333,178,1,6,15
830,46,3980,2700,6,0,29,1065,1069,2,3,9
3592,7,3885,680,1,0,7,756,1218,2,3,8
5474,10,3132,989,3,0,2,723,1312,2,17,1
4356,9,2293,1877,3,0,7,1196,1250,3,6,8
4795,29,2526,2636,2,1,3,12,301,1,7,30
3912,5,2950,2398,3,1,7,163,448,2,3,34
1283,9,2592,2346,7,2,7,367,1267,0,13,6
5734,8,3381,99,1,0,7,428,1278,1,8,1
261,6,3290,1071,2,0,7,283,1346,3,10,18
256,6,626,1603,2,2,1,3,926,2,4,1
1339,5,602,382,1,0,1,1295,184,2,7,32
334,5,175,437,2,0,7,528,152,1,8,1
3011,6,581,871,1,3,7,367,1267,0,7,1
169,12,1977,2036,3,0,3,490,1380,4,7,27
4427,5,690,415,1,0,7,659,155,1,8,1
4802,5,3767,801,1,0,7,18,711,2,4,8
5678,21,337,1701,5,2,8,422,1112,1,5,6
2091,11,405,1659,7,0,5,1022,1389,2,6,1
3983,6,4211,1610,2,0,7,924,1376,4,6,22
924,5,2966,263,3,0,7,338,1287,3,2,8
2382,27,2052,2409,15,1,10,29,1252,2,7,1
5029,7,240,772,1,0,7,927,1205,3,5,4
3233,5,784,362,1,2,7,1306,537,2,4,1
2753,5,1933,378,3,0,7,75,1288,2,3,0
3394,8,1754,1057,2,0,1,32,1379,2,8,16
2932,6,2850,271,0,2,0,365,654,3,8,8
3621,6,588,675,2,3,1,763,813,3,6,16
6036,5,3360,750,1,0,7,1154,710,3,6,1
2087,8,565,2378,6,5,1,308,434,3,6,1
3390,9,3631,1558,2,0,4,32,1379,1,6,1
3484,11,3551,1808,1,4,1,67,1094,4,8,27
6027,5,911,62,4,1,7,1152,944,0,13,16
2147,7,88,408,3,1,1,542,1319,2,11,15
1141,6,4091,1831,2,0,7,1288,355,2,11,1
4791,8,1106,145,7,5,1,12,301,2,9,26
3295,7,2089,511,1,0,7,919,1277,0,7,32
4933,6,2719,120,0,2,7,101,613,2,10,1
2076,7,3209,313,2,0,2,307,125,2,4,1
1853,12,1977,2036,3,0,3,490,1380,4,7,27
4686,5,3775,887,1,2,0,1214,271,2,6,8
1056,10,1081,447,1,0,1,67,1092,3,7,8
1020,4,4351,188,1,0,7,890,1338,2,11,17
4352,24,386,2715,4,0,6,650,172,1,8,1
2924,7,457,207,2,0,2,80,1073,0,4,22
2533,7,2254,778,2,1,0,338,1287,3,10,1
1124,5,4431,514,1,0,1,76,928,1,6,1
4715,42,4337,2643,5,3,26,422,1112,2,9,1
2285,7,1148,1869,2,4,7,329,1119,2,7,1
482,6,3558,938,1,0,1,542,1319,1,5,15
1075,5,2811,820,1,3,7,347,180,3,14,1
3753,6,4437,1419,1,0,7,139,1353,3,9,26
1797,5,1782,441,3,0,7,474,116,2,11,13
1418,10,3621,2301,3,0,3,1299,376,2,10,8
2759,6,1419,724,3,0,7,351,308,2,5,1
2868,6,73,208,1,2,7,1316,238,2,6,4
1524,6,2696,1395,1,2,7,1074,1236,2,6,8
3451,5,3819,861,4,1,7,63,1230,1,12,26
1807,5,2758,1044,5,0,7,481,1166,3,6,26
1044,5,935,219,1,0,7,65,888,2,7,0
5643,24,2173,2047,5,3,3,410,1292,0,7,1
151,8,4095,2399,3,4,7,487,1304,2,6,16
3840,6,3055,176,1,1,7,617,995,2,10,15
1471,8,1882,915,7,0,7,914,856,2,18,13
154,13,1490,2685,9,0,1,487,1304,1,6,16
1686,11,1080,2651,4,1,4,1343,1105,1,5,3
4298,6,14,255,1,0,7,953,747,1,13,1
5141,8,1848,2634,2,0,1,201,324,1,7,1
4407,5,1679,1268,2,0,7,1229,857,2,7,27
4102,6,3889,256,2,0,7,1185,1193,2,9,0
2873,8,851,1946,1,2,2,358,1052,3,6,15
5874,9,4150,354,2,0,7,699,445,1,12,1
1023,6,924,97,1,0,1,342,882,2,8,1
5065,10,3862,1013,0,0,7,171,466,2,5,1
2464,8,1063,187,2,0,2,40,1097,2,4,1
2005,9,1803,2551,5,0,7,290,21,0,12,32
2826,5,1048,796,1,0,7,897,464,2,9,1
4428,5,1635,456,1,0,7,963,470,2,4,27
1153,12,3599,1639,5,2,3,1313,1335,4,5,8
3827,11,279,2485,1,2,7,1171,562,1,7,1
5317,6,2447,995,2,0,7,804,287,0,6,1
2792,8,2274,921,2,0,7,76,928,2,7,15
1565,6,786,553,3,0,7,1306,537,2,4,0
1748,7,120,1774,3,1,0,456,94,2,16,1
192,5,583,307,1,1,7,496,674,1,6,30
5570,7,1390,2324,2,0,7,839,1382,1,15,16
3089,5,1211,990,2,0,7,1302,1194,2,4,1
4832,13,1780,2143,2,0,2,40,1100,3,8,1
4906,10,1566,1562,2,0,3,87,590,2,7,1
5233,11,4313,2181,1,0,1,377,764,2,5,8
5963,6,4034,2590,3,0,7,852,1135,3,14,1
5421,11,796,662,1,2,7,814,1354,1,13,1
5093,10,2703,2065,4,0,2,186,246,2,7,1
5998,7,2953,333,0,1,7,435,959,3,10,1
447,5,4248,50,1,0,7,312,1269,3,17,30
1130,15,1439,2641,4,0,1,1313,1335,1,3,15
2415,5,1671,2093,3,3,7,878,656,4,15,34
5329,6,3094,153,0,0,1,1122,893,1,6,1
708,6,874,111,5,3,7,29,1252,1,15,9
3542,6,4192,38,1,0,7,91,528,0,4,1
3036,7,3019,2220,3,1,7,368,468,0,8,34
102,8,3492,252,5,0,3,470,280,1,9,1
5573,8,1385,1074,1,2,7,839,1382,1,14,16
4718,6,4115,557,2,0,7,987,1172,3,7,27
2743,12,1114,2268,7,1,7,578,182,3,7,9
4088,9,2092,2244,2,0,1,510,1152,3,5,27
1064,13,1244,2069,3,2,2,71,919,2,7,27
1274,11,1442,2004,6,2,2,585,1320,3,11,34
4186,6,2460,822,2,0,1,397,1185,1,8,1
2780,20,4208,2068,3,0,3,355,1245,4,6,15
921,5,3855,200,1,2,7,338,1287,2,7,8
4429,8,1484,1576,1,0,0,963,470,3,11,1
2830,7,1580,196,0,1,7,900,82,1,4,1
4304,8,323,644,1,0,7,245,1296,4,7,1
2408,7,3615,1375,2,0,2,1264,799,3,4,1
4106,9,1601,2109,2,0,7,1185,1193,2,10,4
1778,5,458,789,1,0,7,467,1086,2,10,1
5954,5,2523,2046,2,0,7,433,596,2,5,1
3463,5,1279,715,2,0,7,66,1298,3,6,4
1873,7,3926,503,2,5,7,494,824,2,7,27
2906,6,2458,659,2,0,7,80,1073,2,12,6
4171,6,2182,416,0,2,7,395,1189,1,7,0
3999,14,3233,2732,5,0,7,224,299,1,6,11
3159,22,1878,2013,5,0,5,374,327,2,8,1
5792,5,1794,130,1,1,7,279,1229,2,7,0
2958,5,4277,1688,2,0,7,1295,184,1,9,32
3680,19,2574,1102,3,3,5,119,1197,4,5,0
6080,11,4426,1836,2,0,7,1098,604,3,9,1
4626,15,1707,2406,2,1,7,1211,1299,3,2,9
3628,7,3518,246,1,4,0,768,1357,2,10,15
4313,5,3914,552,2,0,7,790,516,2,11,1
4092,9,144,2087,4,0,5,173,556,2,3,1
2651,8,1787,367,3,1,7,890,1338,2,6,0
216,6,1789,276,1,0,7,507,1279,1,5,1
4144,8,280,299,1,0,7,641,647,2,8,30
3943,12,4375,1917,6,2,3,211,906,2,7,1
999,20,814,2051,4,6,8,890,1338,0,9,16
2155,5,2788,1818,2,2,7,314,461,0,6,1
3102,13,2410,2262,1,0,2,588,1383,2,3,16
3239,5,1156,560,1,0,7,95,1095,4,11,0
4727,6,3535,66,1,0,7,678,785,2,8,1
1633,6,4460,1124,0,6,7,96,1398,3,8,8
626,7,1656,293,0,1,7,1253,110,3,9,1
4775,6,1779,994,1,1,0,1,1014,1,8,36
3242,8,2720,237,1,0,7,917,635,0,6,6
4838,9,1453,398,1,0,0,45,1239,0,7,1
3393,5,3607,281,5,0,2,32,1379,2,16,8
1608,9,697,677,1,0,1,919,1277,1,4,1
3920,8,769,1544,2,0,7,630,762,1,5,1
1238,26,1210,2317,6,4,13,80,1073,3,8,15
2631,7,4141,1078,4,2,2,890,1338,2,9,1
4346,5,491,20,1,0,7,956,968,2,11,1
52,8,2896,375,1,4,7,450,1373,2,9,16
5868,10,2636,1564,1,9,2,696,1145,2,6,22
4975,7,2650,1724,2,7,7,133,1013,1,8,8
2072,16,2933,2582,6,0,2,1022,1389,2,8,6
5207,6,3824,1231,2,0,7,206,1241,0,11,1
4789,7,2716,863,1,0,0,10,517,4,6,26
3132,6,1086,289,3,0,7,912,56,2,6,1
6068,6,1072,484,1,4,7,303,435,0,6,16
2912,5,268,1540,1,0,7,1292,737,3,5,15
734,5,832,253,3,7,1,1263,103,2,12,4
5808,6,2105,2197,1,8,1,685,971,3,5,16
3493,10,1805,1968,3,2,1,71,922,2,11,27
5297,21,4401,2325,2,2,1,228,576,4,6,30
2346,5,3016,191,6,0,7,28,1246,1,2,1
5901,6,847,74,3,6,7,1142,721,2,6,8
451,8,1692,2698,4,2,4,16,924,3,7,15
1362,6,394,1214,4,0,7,367,1267,3,3,0
5985,11,2756,2269,1,0,1,762,1328,0,11,1
615,14,2987,2198,23,13,6,25,1301,2,12,26
1610,5,991,494,1,0,7,919,1277,2,8,1
4317,19,2540,2711,2,3,3,534,1273,2,9,15
3485,5,3681,307,1,0,7,67,1094,2,6,0
966,5,1129,378,2,3,0,574,160,2,4,13
953,5,1642,438,1,0,7,1274,186,3,11,4
2306,8,1144,837,1,0,1,556,249,1,11,1
4362,11,1320,2763,4,0,1,541,254,1,14,1
2320,7,2603,847,1,2,7,1256,127,3,3,27
4321,7,3496,1012,1,0,7,535,359,1,7,22
4616,6,1347,602,2,0,1,411,784,2,14,22
3736,13,2461,1342,2,1,1,137,964,1,14,21
6028,5,3461,1323,2,2,7,1153,241,2,8,1
5983,13,805,1784,3,1,5,1075,93,1,9,9
3813,7,3941,122,0,2,7,204,198,2,13,1
4763,4,3593,445,1,0,1,997,668,3,16,1
2105,7,2537,927,1,0,1,1023,757,1,9,1
5750,8,1975,554,2,0,2,277,1358,4,17,8
2571,6,2475,189,0,4,7,338,1287,2,3,0
2165,17,220,1656,2,1,6,315,1356,2,9,0
2240,6,4023,1298,2,7,7,1040,203,4,15,1
1366,5,1802,155,2,0,7,367,1267,0,5,4
3879,6,2699,147,7,0,7,481,1173,1,1,0
2228,32,3076,1464,1,7,6,864,289,2,8,8
2534,19,86,2450,2,1,2,338,1287,1,10,1
3237,17,118,2141,7,0,10,594,512,2,7,15
4345,10,2368,798,0,1,1,956,968,2,8,1
5699,7,116,1536,2,0,1,840,1374,2,14,16
815,18,437,856,5,0,1,571,1017,1,6,1
2202,9,2049,1238,5,0,1,1035,1260,1,14,1
1729,5,2630,230,2,0,7,450,1373,0,9,1
2063,27,3439,2680,7,0,14,1019,1207,0,11,1
3590,5,3377,894,1,0,7,755,1018,3,10,1
4210,7,4424,630,3,0,7,529,1005,1,6,1
3314,6,2014,64,1,0,7,921,895,2,15,8
4050,4,356,213,2,2,0,169,1271,1,4,1
1477,8,3119,2022,3,0,1,588,1383,2,2,1
5272,10,2171,1447,2,0,1,219,890,1,8,9
3389,9,616,2201,5,6,8,32,1379,2,4,1
930,5,3590,237,5,0,7,338,1287,1,6,4
4305,11,318,1077,0,10,4,245,1296,3,7,1
5730,6,3805,849,1,3,7,1069,693,3,4,27
2308,5,1224,105,1,0,7,557,240,2,10,1
2092,88,2726,2748,8,4,45,1022,1389,3,8,6
1076,8,1045,1151,3,0,1,348,47,1,11,1
372,6,3946,1467,4,0,7,1017,496,1,3,1
538,9,2727,254,3,6,7,546,150,0,7,9
1905,5,2210,525,2,0,1,507,1279,1,8,1
5294,8,1711,961,3,0,3,1117,1032,2,3,30
1293,5,1948,238,1,0,7,1295,184,2,5,1
1703,5,2503,426,1,0,7,444,456,2,6,22
2867,5,745,1743,1,0,1,1316,238,2,10,32
1282,6,33,1402,2,0,7,367,1267,2,6,6
5202,9,3469,124,3,0,1,791,1041,1,5,1
1619,7,1278,143,3,0,7,919,1277,2,10,0
2099,15,1221,1349,2,0,7,309,614,1,15,30
296,6,4305,1180,2,0,7,289,1155,1,8,1
1513,6,2553,403,2,0,7,589,474,2,9,27
4673,10,2028,2473,6,4,3,1246,597,2,3,4
3321,7,1127,662,1,0,7,96,1398,2,6,1
5212,5,3865,728,1,0,7,1109,1170,2,3,9
65,6,4077,101,1,0,7,456,94,1,12,4
1514,9,863,1677,4,2,2,589,474,3,9,1
2904,7,3752,2617,1,3,1,80,1073,4,10,26
3309,7,802,365,3,0,1,919,1277,1,8,1
1577,8,2720,237,1,0,7,917,635,0,6,6
2869,8,2383,158,0,0,0,358,1052,2,12,34
243,7,3386,840,1,0,1,514,40,2,11,4
4436,6,416,557,1,0,1,660,361,2,11,8
2436,13,321,1678,2,1,3,1057,1134,2,5,1
1145,6,1921,1650,6,0,7,1289,1092,2,4,8
5468,5,2741,300,0,8,7,723,1312,3,9,9
3711,6,3668,1856,1,3,7,133,1013,3,14,8
1131,8,592,2340,1,3,7,1285,1137,1,7,1
4502,8,2369,323,1,1,7,1239,1151,0,6,1
2754,6,2676,1979,5,0,7,75,1288,4,7,8
2947,8,2968,2454,2,3,7,367,1267,1,11,6
4392,5,2309,208,1,0,7,1197,658,1,13,1
524,6,2940,957,3,0,7,1035,1260,2,7,15
2283,6,3557,978,3,1,1,329,1119,3,8,6
3886,7,3481,1358,1,0,2,487,1306,0,4,1
3051,12,3012,1423,2,0,1,588,1383,2,7,1
4311,20,4465,2276,4,4,1,790,516,1,10,15
1421,6,4076,168,1,1,7,1301,607,1,14,16
5567,10,1452,1941,4,0,1,839,1382,2,11,16
1701,7,1440,1340,2,0,7,444,456,3,7,4
111,16,2895,2177,7,1,4,473,725,0,7,1
4974,6,3853,1642,2,0,0,133,1013,0,13,1
3167,5,3011,1372,2,1,1,1074,1236,2,9,8
72,7,1764,596,8,0,7,461,1198,1,3,13
3138,5,154,225,4,3,7,588,1383,2,2,21
2154,8,1489,182,3,2,7,18,709,0,3,1
4701,8,2352,1508,2,0,7,817,570,4,5,1
5067,26,4069,2225,2,1,8,940,1384,0,11,1
3012,6,1223,674,1,2,7,367,1267,2,5,8
996,5,2897,1196,1,1,0,890,1338,2,11,1
5289,10,3115,492,2,2,1,221,1351,2,8,25
4761,6,3128,311,2,2,7,993,723,3,13,17
2742,5,2408,202,8,1,1,577,814,3,8,27
136,7,1409,2307,2,1,1,486,278,2,5,0
5685,13,1903,1884,2,1,3,650,172,1,7,1
3081,6,196,911,4,1,7,588,1383,1,5,1
4736,7,1718,255,1,0,7,424,1363,2,8,29
4574,18,59,2463,6,1,5,410,1292,3,12,9
3047,39,93,2714,12,5,11,588,1383,2,7,16
773,6,1407,288,1,0,7,1059,740,4,8,1
2774,6,4342,1455,2,2,7,580,1244,2,4,37
3972,26,2392,2144,9,3,10,377,764,3,8,8
4271,6,2197,23,0,0,7,788,1216,1,6,1
1698,19,2134,2787,2,0,8,442,661,3,9,1
4937,6,1958,956,2,0,7,104,1060,3,14,16
4956,5,555,827,0,2,7,119,1197,0,11,1
2179,7,1981,727,3,0,1,317,388,1,4,1
2051,5,3402,684,2,0,0,1014,1029,3,12,15
3474,19,2394,2615,6,2,9,67,1094,3,4,0
1973,13,289,2585,5,1,1,288,695,1,8,32
4817,8,966,1070,1,2,7,32,1379,2,3,4
557,5,562,16,2,0,7,1037,504,2,7,4
4090,6,902,344,3,0,1,172,61,3,10,1
3947,29,442,2442,8,9,11,212,375,3,6,1
3001,5,3981,298,2,0,1,1295,184,2,5,32
2107,5,579,180,2,0,1,1024,844,4,12,1
1368,6,3122,235,0,2,7,84,1352,4,8,0
5525,6,1457,123,3,0,7,734,617,1,2,1
2598,6,2306,2327,3,0,1,338,1287,1,6,1
5701,7,4178,1222,2,3,7,662,457,4,11,17
1230,5,748,392,3,1,7,583,302,3,5,23
352,5,4306,25,1,0,7,533,1182,1,15,15
4359,7,2993,107,3,0,7,1196,1250,3,12,8
2062,5,1695,372,4,0,7,301,262,0,4,1
801,5,3931,534,1,2,7,886,662,2,11,1
1102,13,3347,2403,2,0,1,354,1138,1,5,36
5234,8,2466,539,2,2,7,379,908,3,6,8
6038,19,4416,1321,1,2,7,1088,937,2,6,16
1969,23,4062,1305,7,2,3,523,942,2,6,15
2138,5,3617,1669,1,0,7,1029,20,0,11,1
421,5,4022,336,3,1,7,1022,1389,0,13,27
1854,6,3693,1798,1,0,7,490,1380,3,11,24
1967,6,2348,281,1,3,7,6,948,2,10,5
937,5,2088,64,2,0,7,338,1287,1,4,1
6125,6,1571,645,2,0,1,778,1316,3,9,1
1596,7,2745,60,0,3,7,96,1398,2,9,16
4915,6,224,851,1,2,7,91,528,2,17,1
5856,5,1247,138,1,0,7,1138,484,1,10,1
1895,11,2287,1147,2,1,2,506,322,3,7,16
3411,7,1336,1448,1,0,7,721,315,1,13,24
2112,6,543,1328,1,1,1,311,449,0,3,1
4199,7,110,1417,1,2,1,1191,989,2,12,1
5744,7,761,1293,1,1,7,667,758,2,8,11
5636,6,657,423,1,0,7,1057,1140,0,7,1
1765,16,3163,1627,3,1,6,466,166,1,6,1
2666,5,4347,1425,4,2,7,890,1338,2,12,17
5787,10,1337,287,3,2,3,681,400,2,6,8
1067,76,3322,2778,17,3,43,73,860,3,4,26
5295,62,1908,2745,4,1,37,987,1172,1,6,3
1265,6,2850,271,0,2,0,365,654,3,8,8
1373,12,322,2515,6,0,4,587,917,1,8,8
4146,37,1622,1937,5,0,12,389,679,1,10,1
3247,7,3134,566,1,0,0,1080,660,4,5,0
2244,11,1595,1376,4,1,1,1045,1024,2,7,1
5068,8,4036,607,3,3,1,940,1384,0,7,1
2071,38,778,2650,5,0,14,305,106,0,11,1
2847,6,2862,2083,2,0,1,1289,1092,0,8,1
1539,5,1363,290,2,0,7,91,528,0,8,1
2438,14,4049,2479,5,0,6,1057,1134,2,2,1
3665,8,2972,491,2,4,2,115,1282,1,15,1
5098,6,4110,460,0,2,7,187,1249,1,7,4
991,11,124,2512,6,0,3,1283,195,2,19,8
1061,11,4461,1790,4,0,1,346,395,4,6,29
293,7,3845,2192,5,1,3,289,1155,2,5,1
357,5,2011,430,3,2,7,8,1053,2,15,1
4721,5,1011,1650,3,0,7,990,913,2,10,17
4296,6,2430,395,1,0,7,951,75,4,6,10
4493,5,1557,875,2,0,7,797,16,2,6,1
2079,5,3470,262,2,0,7,307,125,3,7,1
128,5,2043,624,2,0,7,483,1062,2,18,1
739,4,4234,141,3,0,7,331,389,3,8,4
4739,7,2345,236,3,1,7,424,1363,1,16,1
5603,9,258,537,3,1,3,839,1382,3,11,26
4020,33,3020,2676,6,0,10,381,1264,4,13,1
4634,5,4064,309,2,1,7,667,758,2,4,1
2793,5,4431,514,1,0,1,76,928,1,6,1
4457,14,2947,1926,2,7,5,965,459,2,9,9
2660,11,124,2512,6,0,3,1283,195,2,19,8
1772,7,1294,283,2,0,1,467,1086,0,15,1
4282,6,2324,347,0,0,7,244,1365,1,12,0
5019,5,2998,333,1,1,7,163,448,3,5,1
1556,9,1627,2482,12,0,10,593,965,0,13,15
5800,7,1567,1123,2,0,7,755,1018,2,7,17
2267,9,4007,459,4,0,1,326,792,2,9,16
4585,7,993,824,4,0,7,411,784,1,9,1
